citing_author,cited_author,cite_year
313,635,2009
94,10,2017
93,10,2017
388,10,2017
44,10,2017
659,10,2017
94,250,2017
93,250,2017
388,250,2017
44,250,2017
659,250,2017
94,231,2017
93,231,2017
388,231,2017
44,231,2017
659,231,2017
498,10,2009
497,10,2009
498,250,2009
497,250,2009
498,231,2009
497,231,2009
669,10,2014
726,10,2014
29,10,2014
669,250,2014
726,250,2014
29,250,2014
669,231,2014
726,231,2014
29,231,2014
471,641,2007
1,641,2007
123,641,2007
471,704,2007
1,704,2007
123,704,2007
471,680,2007
1,680,2007
123,680,2007
471,460,2007
1,460,2007
123,460,2007
471,462,2007
1,462,2007
123,462,2007
189,641,2006
577,641,2006
748,641,2006
206,641,2006
713,641,2006
158,641,2006
189,308,2006
577,308,2006
748,308,2006
206,308,2006
713,308,2006
158,308,2006
189,295,2006
577,295,2006
748,295,2006
206,295,2006
713,295,2006
158,295,2006
189,744,2006
577,744,2006
748,744,2006
206,744,2006
713,744,2006
158,744,2006
479,641,2011
111,641,2011
661,641,2011
77,641,2011
727,641,2011
479,751,2011
111,751,2011
661,751,2011
77,751,2011
727,751,2011
489,707,2016
611,707,2016
371,707,2016
489,325,2016
611,325,2016
371,325,2016
489,535,2016
489,287,2016
611,287,2016
371,287,2016
489,381,2016
611,381,2016
371,381,2016
489,454,2016
189,707,2008
748,707,2008
689,707,2008
189,744,2008
748,744,2008
689,744,2008
660,744,2007
364,744,2007
635,744,2007
588,744,2007
660,491,2007
364,491,2007
635,491,2007
588,491,2007
660,560,2007
364,560,2007
635,560,2007
588,560,2007
660,376,2007
364,376,2007
635,376,2007
588,376,2007
660,68,2007
364,68,2007
635,68,2007
588,68,2007
660,308,2007
364,308,2007
635,308,2007
588,308,2007
551,100,2010
332,100,2010
323,100,2010
342,100,2010
135,100,2010
188,100,2010
183,208,2008
183,614,2008
183,33,2008
183,707,2008
183,658,2008
183,408,2008
551,707,2006
583,707,2006
323,707,2006
342,707,2006
466,535,2016
602,535,2016
544,751,2013
544,682,2013
544,699,2013
600,682,2012
698,682,2012
49,682,2012
302,682,2012
600,699,2012
698,699,2012
49,699,2012
302,699,2012
600,280,2012
698,280,2012
49,280,2012
302,280,2012
600,582,2012
698,582,2012
49,582,2012
302,582,2012
600,407,2012
698,407,2012
49,407,2012
302,407,2012
600,462,2012
698,462,2012
49,462,2012
302,462,2012
600,49,2012
698,49,2012
49,49,2012
302,49,2012
600,68,2012
698,68,2012
49,68,2012
302,68,2012
660,682,2015
500,682,2015
730,682,2015
660,699,2015
500,699,2015
730,699,2015
660,280,2015
500,280,2015
730,280,2015
660,407,2015
500,407,2015
730,407,2015
660,285,2015
500,285,2015
730,285,2015
660,462,2015
500,462,2015
730,462,2015
660,744,2015
500,744,2015
730,744,2015
237,585,2017
140,585,2017
365,585,2017
517,585,2017
411,585,2017
237,364,2017
140,364,2017
365,364,2017
517,364,2017
411,364,2017
237,635,2017
140,635,2017
365,635,2017
517,635,2017
411,635,2017
237,254,2017
140,254,2017
365,254,2017
517,254,2017
411,254,2017
707,585,2008
707,707,2008
707,198,2008
707,239,2008
707,688,2008
707,82,2008
707,513,2008
707,358,2008
707,658,2008
707,17,2008
707,587,2008
707,76,2008
707,124,2008
707,155,2008
707,153,2008
505,585,2015
312,585,2015
505,70,2015
312,70,2015
505,409,2015
312,409,2015
505,179,2015
312,179,2015
505,127,2015
312,127,2015
505,568,2015
312,568,2015
505,457,2015
312,457,2015
210,585,2005
635,585,2005
588,585,2005
210,658,2005
635,658,2005
588,658,2005
210,491,2005
635,491,2005
588,491,2005
210,68,2005
635,68,2005
588,68,2005
210,62,2005
635,62,2005
588,62,2005
210,76,2005
635,76,2005
588,76,2005
210,258,2005
635,258,2005
588,258,2005
210,343,2005
635,343,2005
588,343,2005
210,484,2005
635,484,2005
588,484,2005
210,105,2005
635,105,2005
588,105,2005
210,364,2005
635,364,2005
588,364,2005
210,282,2005
635,282,2005
588,282,2005
619,585,2020
546,585,2020
467,585,2020
276,585,2020
715,585,2020
177,585,2020
561,585,2020
201,585,2020
386,585,2020
86,585,2020
307,585,2020
619,179,2020
546,179,2020
467,179,2020
276,179,2020
715,179,2020
177,179,2020
561,179,2020
201,179,2020
386,179,2020
86,179,2020
307,179,2020
235,585,2020
235,420,2020
235,447,2020
278,585,2008
581,585,2008
278,744,2008
581,744,2008
61,254,2020
633,254,2020
714,234,2012
714,744,2012
714,511,2012
714,407,2012
714,285,2012
714,462,2012
714,364,2012
714,588,2012
714,707,2012
714,105,2012
714,234,2013
28,407,2013
714,407,2013
28,285,2013
714,285,2013
28,462,2013
714,462,2013
645,37,2008
394,37,2008
639,37,2008
518,37,2008
488,744,2016
653,744,2016
365,744,2016
605,744,2016
97,744,2016
488,21,2016
653,21,2016
365,21,2016
605,21,2016
97,21,2016
488,305,2016
653,305,2016
365,305,2016
605,305,2016
97,305,2016
119,707,2013
465,707,2013
622,707,2013
735,707,2013
119,680,2013
465,680,2013
622,680,2013
735,680,2013
119,460,2013
465,460,2013
622,460,2013
735,460,2013
119,462,2013
465,462,2013
622,462,2013
735,462,2013
119,161,2013
465,161,2013
622,161,2013
735,161,2013
119,364,2013
465,364,2013
622,364,2013
735,364,2013
119,588,2013
465,588,2013
622,588,2013
735,588,2013
119,210,2013
465,210,2013
622,210,2013
735,210,2013
119,635,2013
465,635,2013
622,635,2013
735,635,2013
119,215,2013
465,215,2013
622,215,2013
735,215,2013
119,377,2013
465,377,2013
622,377,2013
735,377,2013
119,614,2013
465,614,2013
622,614,2013
735,614,2013
119,33,2013
465,33,2013
622,33,2013
735,33,2013
377,703,2019
732,703,2019
275,703,2019
377,601,2019
732,601,2019
275,601,2019
377,195,2019
732,195,2019
275,195,2019
377,95,2019
732,95,2019
275,95,2019
377,613,2019
732,613,2019
275,613,2019
377,672,2019
732,672,2019
275,672,2019
377,560,2019
732,560,2019
275,560,2019
377,590,2019
732,590,2019
275,590,2019
214,601,2007
117,601,2007
214,55,2007
117,55,2007
614,682,2007
614,511,2007
614,64,2007
614,514,2007
614,246,2007
614,367,2007
614,613,2007
614,198,2007
614,409,2007
614,292,2007
614,122,2007
614,70,2007
614,333,2007
614,707,2007
614,614,2007
614,33,2007
614,182,2007
614,744,2007
614,301,2007
159,682,2013
419,682,2013
701,682,2013
159,292,2013
419,292,2013
701,292,2013
159,593,2013
419,593,2013
701,593,2013
159,705,2013
419,705,2013
701,705,2013
696,232,2008
586,232,2008
631,232,2008
318,232,2008
597,232,2008
159,682,2017
419,682,2017
671,682,2017
159,707,2017
419,707,2017
671,707,2017
159,122,2017
419,122,2017
671,122,2017
159,593,2017
419,593,2017
671,593,2017
159,705,2017
419,705,2017
671,705,2017
159,610,2017
419,610,2017
671,610,2017
159,445,2017
419,445,2017
671,445,2017
159,616,2017
419,616,2017
671,616,2017
189,239,2009
3,239,2009
510,744,2006
78,744,2006
644,744,2006
728,744,2006
98,707,2011
98,239,2011
98,291,2011
98,678,2011
98,750,2011
40,570,2016
623,570,2016
249,570,2016
99,570,2016
74,570,2016
368,744,2019
477,744,2019
482,744,2019
181,744,2019
284,744,2019
525,744,2019
368,308,2019
477,308,2019
482,308,2019
181,308,2019
284,308,2019
525,308,2019
648,234,2014
492,234,2014
677,234,2014
104,234,2014
648,682,2014
492,682,2014
677,682,2014
104,682,2014
648,122,2014
492,122,2014
677,122,2014
104,122,2014
673,231,2013
714,231,2013
220,231,2013
673,601,2013
714,601,2013
220,601,2013
673,511,2013
714,511,2013
220,511,2013
673,407,2013
220,407,2013
673,285,2013
220,285,2013
673,462,2013
220,462,2013
673,364,2013
220,364,2013
673,588,2013
220,588,2013
337,707,2015
34,707,2015
565,707,2015
337,337,2015
34,337,2015
565,337,2015
337,678,2015
34,678,2015
565,678,2015
624,319,2013
547,744,2010
366,744,2010
42,744,2010
547,491,2010
366,491,2010
42,491,2010
547,628,2010
366,628,2010
42,628,2010
547,353,2010
366,353,2010
42,353,2010
660,511,2011
426,511,2011
660,707,2011
426,707,2011
660,205,2011
426,205,2011
660,49,2011
426,49,2011
660,744,2011
426,744,2011
660,687,2011
426,687,2011
660,596,2011
426,596,2011
660,55,2011
426,55,2011
660,52,2011
426,52,2011
660,300,2011
426,300,2011
660,20,2011
426,20,2011
660,538,2011
426,538,2011
94,420,2020
93,420,2020
136,420,2020
636,420,2020
44,420,2020
94,343,2020
93,343,2020
136,343,2020
636,343,2020
44,343,2020
94,536,2020
93,536,2020
136,536,2020
636,536,2020
44,536,2020
94,538,2020
93,538,2020
136,538,2020
636,538,2020
44,538,2020
94,124,2020
93,124,2020
136,124,2020
636,124,2020
44,124,2020
94,524,2020
93,524,2020
136,524,2020
636,524,2020
44,524,2020
94,596,2020
93,596,2020
136,596,2020
636,596,2020
44,596,2020
490,729,2020
356,729,2020
418,729,2020
753,729,2020
402,729,2020
90,729,2020
94,491,2012
93,491,2012
136,491,2012
44,491,2012
94,628,2012
93,628,2012
136,628,2012
44,628,2012
94,495,2012
93,495,2012
136,495,2012
44,495,2012
38,626,2014
417,626,2014
143,626,2014
38,254,2014
103,447,2006
511,447,2006
121,744,2008
121,176,2008
121,182,2008
121,367,2008
121,213,2008
121,85,2008
121,122,2008
121,682,2008
121,667,2008
121,95,2008
121,195,2008
454,744,2016
535,744,2016
454,486,2016
535,486,2016
454,193,2016
535,193,2016
454,291,2016
535,291,2016
454,678,2016
535,678,2016
454,750,2016
535,750,2016
454,285,2016
535,285,2016
454,462,2016
535,462,2016
454,359,2016
535,359,2016
454,745,2016
535,745,2016
454,454,2016
454,46,2016
535,46,2016
454,744,2015
470,744,2015
454,231,2015
470,231,2015
454,651,2015
470,651,2015
454,563,2015
470,563,2015
454,463,2015
470,463,2015
454,601,2015
470,601,2015
470,535,2015
470,454,2015
696,744,2007
190,744,2007
696,511,2007
190,511,2007
696,658,2007
190,658,2007
696,239,2007
190,239,2007
696,198,2007
190,198,2007
696,346,2007
190,346,2007
696,739,2007
190,739,2007
696,300,2007
190,300,2007
696,431,2007
190,431,2007
696,707,2007
190,707,2007
696,447,2007
190,447,2007
696,514,2007
190,514,2007
707,744,2004
707,239,2004
707,707,2004
707,300,2004
707,20,2004
707,596,2004
707,161,2004
707,550,2004
25,744,2010
421,744,2010
25,588,2010
421,588,2010
25,635,2010
421,635,2010
744,744,2019
170,744,2019
744,682,2019
170,682,2019
744,512,2019
170,512,2019
744,49,2019
170,49,2019
516,744,2018
694,744,2018
385,744,2018
204,744,2018
189,707,2019
487,707,2019
33,200,2003
614,200,2003
33,286,2003
614,286,2003
33,279,2003
614,279,2003
33,613,2003
614,613,2003
33,207,2003
614,207,2003
33,378,2003
614,378,2003
33,219,2003
614,219,2003
33,70,2003
614,70,2003
670,122,2018
670,707,2018
670,377,2018
490,3,2019
490,744,2019
509,511,2013
453,511,2013
690,511,2013
298,511,2013
164,707,2019
92,707,2019
256,707,2019
118,707,2019
164,431,2019
92,431,2019
256,431,2019
118,431,2019
222,707,2006
222,744,2006
222,300,2006
222,20,2006
222,243,2006
222,550,2006
222,584,2006
222,347,2006
222,379,2006
222,594,2006
314,707,2006
707,707,2006
314,208,2006
707,208,2006
314,50,2006
707,50,2006
707,550,2006
551,707,2007
238,707,2007
323,707,2007
342,707,2007
135,707,2007
722,707,2014
707,707,2010
128,707,2007
634,707,2007
174,707,2007
321,707,2019
233,707,2019
9,707,2019
59,707,2019
733,707,2019
16,308,2007
227,420,2019
22,420,2019
526,420,2019
227,585,2019
22,585,2019
526,585,2019
324,491,2009
35,491,2009
324,628,2009
35,628,2009
535,635,2014
466,635,2014
714,254,2014
165,254,2014
58,626,2014
63,626,2014
23,626,2014
414,626,2014
58,254,2014
63,254,2014
23,254,2014
414,254,2014
131,346,2018
435,346,2018
264,346,2018
755,346,2018
643,346,2018
96,346,2018
339,346,2018
655,401,2018
516,680,2012
138,680,2012
694,680,2012
516,460,2012
138,460,2012
694,460,2012
516,462,2012
138,462,2012
694,462,2012
450,292,2013
270,292,2013
527,292,2013
167,292,2013
450,707,2013
270,707,2013
527,707,2013
167,707,2013
450,531,2013
270,531,2013
527,531,2013
167,531,2013
450,311,2013
270,311,2013
527,311,2013
167,311,2013
156,367,2010
485,367,2010
203,367,2010
178,367,2010
432,367,2010
156,409,2010
485,409,2010
203,409,2010
178,409,2010
432,409,2010
156,568,2010
485,568,2010
203,568,2010
178,568,2010
432,568,2010
156,247,2010
485,247,2010
203,247,2010
178,247,2010
432,247,2010
156,579,2010
485,579,2010
203,579,2010
178,579,2010
432,579,2010
156,72,2010
485,72,2010
203,72,2010
178,72,2010
432,72,2010
156,259,2010
485,259,2010
203,259,2010
178,259,2010
432,259,2010
493,292,2009
57,292,2009
469,614,2012
389,614,2012
501,614,2012
66,614,2012
269,614,2012
252,614,2012
469,33,2012
389,33,2012
501,33,2012
66,33,2012
269,33,2012
252,33,2012
469,70,2012
389,70,2012
501,70,2012
66,70,2012
269,70,2012
252,70,2012
469,707,2012
389,707,2012
501,707,2012
66,707,2012
269,707,2012
252,707,2012
331,744,2013
134,744,2013
88,744,2013
331,420,2013
134,420,2013
88,420,2013
547,744,2016
656,744,2016
400,744,2016
357,744,2016
166,744,2008
3,744,2008
506,70,2015
433,70,2015
506,545,2015
433,545,2015
506,534,2015
433,534,2015
506,744,2015
433,744,2015
35,70,2020
154,70,2020
575,70,2020
24,70,2020
36,70,2020
541,744,2013
224,744,2013
595,744,2013
620,744,2013
669,744,2013
726,744,2013
29,744,2013
335,744,2007
242,744,2007
335,55,2007
242,55,2007
335,657,2007
242,657,2007
438,688,2009
438,613,2009
438,687,2009
438,266,2009
438,710,2009
438,369,2009
438,67,2009
438,364,2009
438,588,2009
438,635,2009
724,325,2018
548,325,2018
474,325,2018
492,200,2019
217,200,2019
223,200,2019
556,200,2019
492,286,2019
217,286,2019
223,286,2019
556,286,2019
492,279,2019
217,279,2019
223,279,2019
556,279,2019
492,208,2019
217,208,2019
223,208,2019
556,208,2019
492,707,2019
217,707,2019
223,707,2019
556,707,2019
13,49,2014
230,49,2014
345,49,2014
13,698,2014
230,698,2014
345,698,2014
13,302,2014
230,302,2014
345,302,2014
13,600,2014
230,600,2014
345,600,2014
97,682,2018
437,682,2018
150,682,2018
102,682,2018
94,21,2015
93,21,2015
44,21,2015
94,538,2015
93,538,2015
44,538,2015
94,721,2015
93,721,2015
44,721,2015
94,596,2015
93,596,2015
44,596,2015
94,141,2015
93,141,2015
44,141,2015
472,364,2010
439,364,2010
98,364,2010
472,588,2010
439,588,2010
98,588,2010
472,635,2010
439,635,2010
98,635,2010
492,200,2016
522,200,2016
677,200,2016
217,200,2016
104,200,2016
747,200,2016
492,286,2016
522,286,2016
677,286,2016
217,286,2016
104,286,2016
747,286,2016
492,279,2016
522,279,2016
677,279,2016
217,279,2016
104,279,2016
747,279,2016
56,239,2013
245,239,2013
288,239,2013
707,688,2005
53,239,2019
663,239,2019
175,239,2019
104,239,2019
747,239,2019
53,420,2019
663,420,2019
175,420,2019
104,420,2019
747,420,2019
53,642,2019
663,642,2019
175,642,2019
104,642,2019
747,642,2019
53,658,2019
663,658,2019
175,658,2019
104,658,2019
747,658,2019
53,514,2019
663,514,2019
175,514,2019
104,514,2019
747,514,2019
94,81,2020
93,81,2020
636,81,2020
94,328,2020
93,328,2020
636,328,2020
94,535,2020
93,535,2020
636,535,2020
503,202,2018
355,202,2018
83,614,2009
660,614,2009
83,33,2009
660,33,2009
114,195,2009
114,95,2009
69,6,2018
693,6,2018
298,6,2018
405,6,2018
94,76,2018
93,76,2018
44,76,2018
331,491,2009
134,491,2009
459,491,2009
331,420,2009
134,420,2009
459,420,2009
331,55,2009
134,55,2009
459,55,2009
331,486,2009
134,486,2009
459,486,2009
606,744,2015
623,744,2015
749,744,2015
480,744,2015
542,744,2015
94,741,2010
44,741,2010
80,741,2010
94,39,2010
44,39,2010
80,39,2010
94,64,2010
44,64,2010
80,64,2010
94,685,2010
44,685,2010
80,685,2010
469,300,2006
452,300,2006
66,300,2006
309,300,2006
306,300,2006
390,300,2006
469,20,2006
452,20,2006
66,20,2006
309,20,2006
306,20,2006
390,20,2006
633,738,2019
265,738,2019
716,738,2019
633,109,2019
265,109,2019
716,109,2019
633,553,2019
265,553,2019
716,553,2019
15,621,2010
360,621,2010
511,292,2006
511,462,2006
511,495,2006
554,678,2011
472,678,2011
554,439,2011
472,439,2011
98,439,2011
554,98,2011
472,98,2011
98,98,2011
554,472,2011
472,472,2011
98,472,2011
609,682,2014
54,682,2014
609,699,2014
54,699,2014
344,618,2014
609,618,2014
54,618,2014
344,144,2014
609,144,2014
54,144,2014
344,367,2014
609,367,2014
54,367,2014
344,55,2014
609,55,2014
54,55,2014
609,420,2014
54,420,2014
344,744,2014
609,744,2014
54,744,2014
344,68,2014
609,68,2014
54,68,2014
609,122,2014
54,122,2014
344,182,2014
609,182,2014
54,182,2014
609,641,2014
54,641,2014
742,550,2004
742,707,2004
707,76,2018
707,420,2018
707,585,2018
707,153,2005
707,529,2005
591,539,2020
341,539,2020
412,539,2020
574,539,2020
591,350,2020
341,350,2020
412,350,2020
574,350,2020
315,532,2020
478,532,2020
349,532,2020
552,532,2020
315,310,2020
478,310,2020
349,310,2020
552,310,2020
315,375,2020
478,375,2020
349,375,2020
552,375,2020
315,398,2020
478,398,2020
349,398,2020
552,398,2020
315,460,2020
478,460,2020
349,460,2020
552,460,2020
315,422,2020
478,422,2020
349,422,2020
552,422,2020
315,462,2020
478,462,2020
349,462,2020
552,462,2020
315,454,2020
478,454,2020
349,454,2020
552,454,2020
679,729,2018
471,50,2004
237,141,2018
488,141,2018
140,141,2018
365,141,2018
380,141,2018
97,141,2018
649,141,2018
237,585,2018
488,585,2018
140,585,2018
365,585,2018
380,585,2018
97,585,2018
649,585,2018
60,76,2013
719,76,2013
629,300,2007
681,300,2007
237,300,2007
608,300,2007
720,300,2007
573,300,2007
571,300,2007
303,300,2007
723,300,2007
426,557,2007
660,557,2007
267,557,2007
426,281,2007
660,281,2007
267,281,2007
112,274,2011
324,274,2011
35,274,2011
112,641,2011
324,641,2011
35,641,2011
212,68,2012
640,369,2006
131,37,2019
96,37,2019
339,37,2019
334,37,2019
236,37,2019
493,325,2009
57,325,2009
336,635,2010
646,635,2010
169,635,2010
456,635,2010
535,635,2016
328,635,2016
81,635,2016
328,535,2016
81,535,2016
551,678,2007
374,678,2007
173,744,2002
348,744,2002
373,744,2002
551,744,2005
238,744,2005
142,744,2005
323,744,2005
342,744,2005
707,744,2005
469,292,2006
253,292,2006
317,292,2006
174,744,2012
128,744,2012
551,560,2019
244,560,2019
664,560,2019
707,560,2019
131,413,2018
96,413,2018
334,413,2018
702,413,2018
248,413,2018
131,601,2018
96,601,2018
334,601,2018
702,601,2018
248,601,2018
43,584,2014
558,584,2014
139,584,2014
199,641,2010
14,641,2010
172,641,2010
163,641,2010
743,641,2010
572,641,2010
731,641,2010
199,744,2010
14,744,2010
172,744,2010
163,744,2010
743,744,2010
572,744,2010
731,744,2010
551,744,2003
476,744,2003
323,744,2003
94,343,2013
93,343,2013
136,343,2013
636,343,2013
44,343,2013
94,538,2013
93,538,2013
136,538,2013
636,538,2013
44,538,2013
71,744,2010
51,744,2010
152,744,2010
30,744,2010
461,744,2010
476,744,2011
186,744,2011
429,678,2010
214,706,2007
494,706,2007
196,49,2020
157,49,2020
543,122,2013
625,590,2008
498,590,2008
4,590,2008
299,706,2006
240,706,2006
516,751,2011
694,751,2011
607,751,2011
516,308,2011
694,308,2011
607,308,2011
